is_completed,coverage_rate,repeated_coverage,accumulated_pos,step
False,0.034482758620689655,0.0,0.0933433621662279,1
False,0.06896551724137931,0.0,0.182963520120346,2
False,0.10344827586206896,0.0,0.26756299360661906,3
False,0.13793103448275862,0.0,0.3513726965024445,4
False,0.1724137931034483,0.0,0.4189544941707409,5
False,0.20689655172413793,0.0,0.4900526513726965,6
False,0.2413793103448276,0.0,0.5373072583678075,7
False,0.27586206896551724,0.0,0.57275291462956,8
False,0.3103448275862069,0.0,0.6086686724332456,9
False,0.3448275862068966,0.0,0.6584430236931178,10
False,0.3793103448275862,0.0,0.6883978939450923,11
False,0.41379310344827586,0.0,0.7104738623542687,12
False,0.4482758620689655,0.0,0.7347499059796918,13
False,0.4827586206896552,0.0,0.7476871004136896,14
False,0.5172413793103449,0.0,0.7597969161338852,15
False,0.5517241379310345,0.0,0.7826062429484772,16
False,0.5862068965517241,0.0,0.8031966904851452,17
False,0.6206896551724138,0.0,0.8323993982700267,18
False,0.6206896551724138,0.034482758620689655,0.8323993982700267,19
False,0.6551724137931034,0.034482758620689655,0.8427228281308767,20
False,0.6896551724137931,0.034482758620689655,0.8509025949605119,21
False,0.7241379310344828,0.034482758620689655,0.8540616773223021,22
False,0.7241379310344828,0.06896551724137931,0.8540616773223021,23
False,0.7413793103448276,0.08620689655172414,0.8556976306882291,24
False,0.7586206896551724,0.10344827586206896,0.8571831515607375,25
False,0.7931034482758621,0.10344827586206896,0.8645355396765705,26
False,0.8275862068965517,0.10344827586206896,0.8758931929296732,27
False,0.8620689655172413,0.10344827586206896,0.8822489657766082,28
False,0.896551724137931,0.10344827586206896,0.890936442271531,29
False,0.9310344827586207,0.10344827586206896,0.8931929296728097,30
False,0.9310344827586207,0.13793103448275862,0.8931929296728097,31
False,0.9655172413793104,0.13793103448275862,0.8964084242196317,32
True,1.0,0.13793103448275862,0.9000000000000002,33
