is_completed,coverage_rate,repeated_coverage,accumulated_pos,step
False,0.06896551724137931,0.0,0.15285821737495298,1
False,0.13793103448275862,0.0,0.31137645731478,2
False,0.20689655172413793,0.0,0.4672621286197819,3
False,0.27586206896551724,0.0,0.5676382098533284,4
False,0.3448275862068966,0.0,0.6515043249341859,5
False,0.41379310344827586,0.0,0.7112072207596843,6
False,0.4827586206896552,0.0,0.7578224896577663,7
False,0.5517241379310345,0.0,0.79712297856337,8
False,0.603448275862069,0.017241379310344827,0.8127115456938702,9
False,0.6551724137931034,0.034482758620689655,0.826344490409929,10
False,0.6724137931034483,0.08620689655172414,0.8318728845430617,11
False,0.7068965517241379,0.1206896551724138,0.8464648364046639,12
False,0.7413793103448276,0.15517241379310345,0.8629183903723209,13
False,0.7758620689655172,0.1896551724137931,0.8714366303121479,14
False,0.8103448275862069,0.22413793103448276,0.8789770590447541,15
False,0.8620689655172413,0.2413793103448276,0.8866679202707788,16
False,0.9137931034482759,0.25862068965517243,0.892986084994359,17
False,0.9310344827586207,0.3103448275862069,0.8940955246333211,18
False,0.9482758620689655,0.3620689655172414,0.8952425723956378,19
False,0.9655172413793104,0.41379310344827586,0.8967280932681462,20
False,0.9827586206896551,0.46551724137931033,0.8983640466340732,21
False,0.9827586206896551,0.5344827586206896,0.8983640466340732,22
True,1.0,0.5862068965517241,0.9000000000000002,23
