is_completed,coverage_rate,repeated_coverage,accumulated_pos,step
False,0.06896551724137931,0.0,0.1166227905227529,1
False,0.13793103448275862,0.0,0.2491538172245205,2
False,0.20689655172413793,0.0,0.3880030086498684,3
False,0.27586206896551724,0.0,0.5217939074840167,4
False,0.3448275862068966,0.0,0.6173561489281686,5
False,0.41379310344827586,0.0,0.6870063933809705,6
False,0.4827586206896552,0.0,0.7351259872132383,7
False,0.5517241379310345,0.0,0.7713238059420837,8
False,0.6206896551724138,0.0,0.8166039864610759,9
False,0.6896551724137931,0.0,0.841462955998496,10
False,0.7413793103448276,0.017241379310344827,0.8496615268898084,11
False,0.7758620689655172,0.05172413793103448,0.8528018051899212,12
False,0.8103448275862069,0.08620689655172414,0.860022564874013,13
False,0.8275862068965517,0.13793103448275862,0.8644227153065064,14
False,0.8448275862068966,0.1896551724137931,0.8713050018804064,15
False,0.8793103448275862,0.22413793103448276,0.8798232418202334,16
False,0.9137931034482759,0.25862068965517243,0.8852012034599476,17
False,0.9482758620689655,0.29310344827586204,0.8948852952237686,18
False,0.9827586206896551,0.3275862068965517,0.8984768710041371,19
False,0.9827586206896551,0.39655172413793105,0.8984768710041371,20
False,0.9827586206896551,0.46551724137931033,0.8984768710041371,21
False,0.9827586206896551,0.5344827586206896,0.8984768710041371,22
False,0.9827586206896551,0.603448275862069,0.8984768710041371,23
True,1.0,0.6551724137931034,0.9000000000000002,24
