is_completed,coverage_rate,repeated_coverage,accumulated_pos,step
False,0.06896551724137931,0.0,0.07042121098157202,1
False,0.13793103448275862,0.0,0.1750470101541933,2
False,0.20689655172413793,0.0,0.2585934561865363,3
False,0.27586206896551724,0.0,0.31107559232794285,4
False,0.3275862068965517,0.017241379310344827,0.3363670552839414,5
False,0.3793103448275862,0.034482758620689655,0.38409176382098537,6
False,0.43103448275862066,0.05172413793103448,0.44360661902971044,7
False,0.4827586206896552,0.06896551724137931,0.5003384731101919,8
False,0.5172413793103449,0.10344827586206896,0.5577472734110568,9
False,0.5517241379310345,0.1206896551724138,0.6163219255359158,10
False,0.5862068965517241,0.15517241379310345,0.6830951485520873,11
False,0.603448275862069,0.20689655172413793,0.7161714930424973,12
False,0.603448275862069,0.27586206896551724,0.7161714930424973,13
False,0.6551724137931034,0.29310344827586204,0.7786949981195939,14
False,0.7068965517241379,0.3103448275862069,0.8094584430236932,15
False,0.7413793103448276,0.3448275862068966,0.8164347499059798,16
False,0.7586206896551724,0.3620689655172414,0.8179390748401655,17
False,0.7758620689655172,0.41379310344827586,0.8208725084618278,18
False,0.7931034482758621,0.46551724137931033,0.8251410304625799,19
False,0.8103448275862069,0.5172413793103449,0.8295599849567507,20
False,0.8275862068965517,0.5689655172413793,0.8329823241820233,21
False,0.8275862068965517,0.6379310344827587,0.8329823241820233,22
False,0.8275862068965517,0.7068965517241379,0.8329823241820233,23
False,0.8620689655172413,0.7413793103448276,0.8691237307258368,24
False,0.8793103448275862,0.7931034482758621,0.8706092515983452,25
False,0.8793103448275862,0.8448275862068966,0.8706092515983452,26
False,0.896551724137931,0.896551724137931,0.8737307258367807,27
False,0.896551724137931,0.9655172413793104,0.8737307258367807,28
False,0.896551724137931,1.0344827586206897,0.8737307258367807,29
False,0.896551724137931,1.103448275862069,0.8737307258367807,30
False,0.896551724137931,1.1551724137931034,0.8737307258367807,31
False,0.896551724137931,1.2241379310344827,0.8737307258367807,32
False,0.9137931034482759,1.2758620689655173,0.8792591199699135,33
False,0.9137931034482759,1.3448275862068966,0.8792591199699135,34
False,0.9655172413793104,1.3620689655172413,0.8977435125987212,35
False,0.9655172413793104,1.4310344827586208,0.8977435125987212,36
False,0.9655172413793104,1.4655172413793103,0.8977435125987212,37
False,0.9655172413793104,1.5344827586206897,0.8977435125987212,38
False,0.9655172413793104,1.603448275862069,0.8977435125987212,39
False,0.9827586206896551,1.6551724137931034,0.8988529522376832,40
True,1.0,1.706896551724138,0.8999999999999999,41
False,0.06896551724137931,0.0,0.058048138397893946,1
False,0.13793103448275862,0.0,0.14240315908236179,2
False,0.20689655172413793,0.0,0.21509966152688978,3
False,0.27586206896551724,0.0,0.2659646483640466,4
False,0.3448275862068966,0.0,0.30582925911996983,5
False,0.41379310344827586,0.0,0.3568070703271906,6
False,0.4827586206896552,0.0,0.40998495675065805,7
False,0.5344827586206896,0.017241379310344827,0.44744264761188407,8
False,0.5689655172413793,0.05172413793103448,0.4889432117337344,9
False,0.603448275862069,0.06896551724137931,0.5481007897705904,10
False,0.6379310344827587,0.10344827586206896,0.6154945468221135,11
False,0.6551724137931034,0.15517241379310345,0.6491538172245204,12
False,0.6724137931034483,0.20689655172413793,0.6506769462203835,13
False,0.7413793103448276,0.20689655172413793,0.7201203459947348,14
False,0.8103448275862069,0.20689655172413793,0.7712297856336968,15
False,0.8620689655172413,0.22413793103448276,0.8019368183527641,16
False,0.8620689655172413,0.27586206896551724,0.8019368183527641,17
False,0.8620689655172413,0.3448275862068966,0.8019368183527641,18
False,0.8793103448275862,0.39655172413793105,0.8030462579917261,19
False,0.896551724137931,0.4482758620689655,0.8041933057540428,20
False,0.896551724137931,0.5172413793103449,0.8041933057540428,21
False,0.896551724137931,0.5862068965517241,0.8041933057540428,22
False,0.896551724137931,0.6551724137931034,0.8041933057540428,23
False,0.9310344827586207,0.6896551724137931,0.8591763820985332,24
False,0.9482758620689655,0.7413793103448276,0.8606619029710416,25
False,0.9482758620689655,0.7931034482758621,0.8606619029710416,26
False,0.9655172413793104,0.8448275862068966,0.8637833772094771,27
False,0.9655172413793104,0.9137931034482759,0.8637833772094771,28
False,0.9655172413793104,0.9827586206896551,0.8637833772094771,29
False,0.9655172413793104,1.0517241379310345,0.8637833772094771,30
False,0.9655172413793104,1.1206896551724137,0.8637833772094771,31
False,0.9655172413793104,1.1896551724137931,0.8637833772094771,32
False,0.9655172413793104,1.2586206896551724,0.8637833772094771,33
True,1.0,1.293103448275862,0.8999999999999998,34
False,0.06896551724137931,0.0,0.07173749529898459,1
False,0.13793103448275862,0.0,0.13301993230537798,2
False,0.20689655172413793,0.0,0.18219255359157582,3
False,0.25862068965517243,0.017241379310344827,0.24518616021060552,4
False,0.3103448275862069,0.034482758620689655,0.30253854832643856,5
False,0.3448275862068966,0.06896551724137931,0.3646107559232795,6
False,0.3793103448275862,0.08620689655172414,0.4254606995110945,7
False,0.41379310344827586,0.1206896551724138,0.4646671681083115,8
False,0.43103448275862066,0.1724137931034483,0.4748589695374202,9
False,0.46551724137931033,0.20689655172413793,0.5121098157201956,10
False,0.5172413793103449,0.22413793103448276,0.5443023693117715,11
False,0.5344827586206896,0.27586206896551724,0.5631252350507711,12
False,0.5517241379310345,0.3275862068965517,0.5756111320045131,13
False,0.603448275862069,0.3448275862068966,0.6357089131252351,14
False,0.6551724137931034,0.3620689655172414,0.7044377585558482,15
False,0.6896551724137931,0.39655172413793105,0.7597969161338851,16
False,0.7068965517241379,0.43103448275862066,0.7695186160210608,17
False,0.7413793103448276,0.46551724137931033,0.7760436254230916,18
False,0.7758620689655172,0.5,0.7839413313275669,19
False,0.7758620689655172,0.5689655172413793,0.7839413313275669,20
False,0.7758620689655172,0.6206896551724138,0.7839413313275669,21
False,0.7758620689655172,0.6896551724137931,0.7839413313275669,22
False,0.7758620689655172,0.7586206896551724,0.7839413313275669,23
False,0.7758620689655172,0.8275862068965517,0.7839413313275669,24
False,0.7758620689655172,0.896551724137931,0.7839413313275669,25
False,0.8103448275862069,0.9310344827586207,0.803027453930049,26
False,0.8275862068965517,0.9827586206896551,0.8072583678074465,27
False,0.8620689655172413,1.0172413793103448,0.8312899586310645,28
