reward,steps,found
162407.92475004902,33,True
177670.13530356027,22,True
176161.03451165147,23,True
-221850.33255365214,85,False
184580.38739920277,17,True
192145.474611009,9,True
190571.58877686906,11,True
181421.95331802452,19,True
191751.03770901574,10,True
188950.64172521885,13,True
192557.47034819046,9,True
188829.86352186187,13,True
-109211.04094956983,45,False
190285.74888634865,12,True
180773.15252550776,20,True
190835.12747092464,11,True
179024.3745541934,21,True
191532.8503909071,10,True
182332.60561343408,18,True
133749.55657074053,54,True
190713.7741524556,11,True
177823.281691741,22,True
-111426.54890928333,51,False
159378.81979205337,35,True
191569.2237613267,10,True
190308.2352800248,12,True
153203.77501634086,40,True
127322.77084283363,60,True
178964.66327105288,21,True
175306.9088154302,24,True
177884.96914523508,22,True
173975.9201496748,25,True
189310.29531893565,13,True
182930.5987909303,18,True
190553.30688311966,11,True
178845.17094295737,21,True
183989.9032214341,17,True
190976.1838479617,11,True
189920.37626240414,12,True
190490.79464508343,12,True
188881.02872889218,13,True
186822.3693802328,15,True
189080.45153605266,13,True
181867.94848435227,19,True
189535.05007973444,13,True
183189.5442571816,18,True
188576.99725279675,14,True
191071.2392048662,11,True
191306.99411056866,10,True
186899.61846413492,15,True
163391.39664512928,32,True
184246.4659497726,17,True
190929.18580674508,11,True
179715.20415902464,20,True
186668.42383657518,15,True
188822.78185884326,13,True
189780.78582187378,12,True
173748.26083566435,25,True
192094.82357275274,9,True
161287.5546007232,34,True
174828.53823578946,24,True
152627.09479489623,41,True
190432.61618867549,12,True
185623.40661758714,16,True
176162.94383755964,23,True
191687.9100630699,10,True
187391.92363679063,14,True
180967.31105693989,20,True
190687.07531679425,11,True
189037.91339678012,13,True
123907.26932800308,62,True
191171.46546872053,10,True
179265.699879801,21,True
173516.51191739188,25,True
164823.7294229275,32,True
180254.09447290387,20,True
191496.11981399238,10,True
179181.5211746006,21,True
150524.93715154278,42,True
168714.16760370333,29,True
190878.8153451069,11,True
191645.0178966786,10,True
170861.2677387646,27,True
185260.71018936823,16,True
191680.7093744685,10,True
165350.35706193044,31,True
188923.94261091755,13,True
186546.0250925141,15,True
182078.40171196611,19,True
188201.57347279007,14,True
190438.59191730036,11,True
169863.15242683582,28,True
186421.45232259008,15,True
151783.40138226998,41,True
158922.69165758722,36,True
165444.17024800967,31,True
169222.243515059,29,True
187229.99497014348,15,True
181376.82703208068,19,True
191825.28343348953,10,True
-216554.97813859687,67,False
184313.31789456223,17,True
189268.5489325946,13,True
176191.39900041558,23,True
188936.93367112233,13,True
189186.70421073187,13,True
190171.24404382054,12,True
188954.62899024299,13,True
190794.0977044204,11,True
179002.4877234405,21,True
179268.81093126268,21,True
190723.0715771486,11,True
177042.3966500523,22,True
190701.11354204727,11,True
178693.17951613493,21,True
191724.28343348953,10,True
178215.46883905583,22,True
141791.25645573201,48,True
190569.8790752772,11,True
189600.6701882289,13,True
168437.56456429404,29,True
-214916.85825938682,61,False
190844.66309429012,11,True
165659.1149561371,31,True
181019.62889603167,20,True
-213908.39874206463,57,False
188384.0306134011,13,True
191545.75970765893,10,True
184175.0849342462,17,True
-215605.43527624858,63,False
188182.84874818724,14,True
173512.86296137524,25,True
178636.89529218606,21,True
184647.18991646904,16,True
181592.77135099805,19,True
189296.30570205193,13,True
-120663.91055289638,79,False
148772.2163923379,43,True
187764.13852429856,14,True
186805.42471159477,15,True
190539.48492091807,11,True
191496.11981399238,10,True
118583.95499192773,66,True
188385.49714665907,14,True
185769.1234883247,16,True
191080.18537558656,10,True
191383.19432392585,10,True
184405.7869670421,17,True
190184.27624560305,12,True
188562.3368151088,13,True
189699.59478726005,12,True
-199741.35285449453,10,False
181444.65203653328,19,True
184299.75613195618,17,True
175130.29089733947,24,True
155312.47059205256,38,True
162273.2971246001,33,True
-114404.12800479548,59,False
165384.72126029222,31,True
191266.30387924393,10,True
171008.69232640878,27,True
190198.89900752986,12,True
