Reinforce Rewards,Reinforce Steps,Reinforce Found,Greedy Rewards,Greedy Steps,Greedy Found
172467.52012613503,26,True,189838.38213418852,13,True
-208605.0698067535,43,False,188167.6985550363,15,True
190133.86013563164,13,True,180276.01522512792,21,True
191615.12950744925,11,True,178833.44793589407,22,True
192035.0,9,True,191157.86669573197,11,True
191554.9617508908,10,True,181940.29248814206,20,True
174720.89458439837,25,True,188960.6787083751,14,True
188449.59738525207,14,True,188273.68598527182,15,True
169229.19853697988,29,True,185775.01522512792,17,True
190226.7917233913,13,True,191161.00014307088,11,True
191235.95539566872,11,True,174084.01522512792,26,True
185680.77104517707,17,True,184783.09595474062,18,True
189652.47572985193,14,True,176461.88020668895,24,True
169601.14923728726,29,True,182081.95587655882,20,True
189151.28021587976,15,True,191157.86669573197,11,True
-218717.03569697562,71,False,188370.05457998143,15,True
188370.77596906203,15,True,190583.9391388232,12,True
186560.4369104772,16,True,187175.01522512792,16,True
189674.3959221847,14,True,172179.01522512792,27,True
177524.0097490541,23,True,191170.03309667832,11,True
183277.11565035704,19,True,191157.86669573197,11,True
191297.46419033472,11,True,192496.23183119693,9,True
-199978,6,False,184260.50576433813,18,True
183119.17269989793,19,True,177779.01522512792,23,True
-203970.3604491594,30,False,189835.97218352935,13,True
188723.46964600935,14,True,190858.67791803324,11,True
189285.55110185215,14,True,192496.23183119693,9,True
187088.8797900402,16,True,181909.27442851744,20,True
169418.0191183662,29,True,170552.29248814206,29,True
174411.4074774049,25,True,183381.52289561543,19,True
188575.48988832356,14,True,185668.39297455462,17,True
190999.1833824295,11,True,188273.68598527182,15,True
180602.61743312835,21,True,185530.44793589407,17,True
191556.79508913154,11,True,184375.01522512792,18,True
176656.3069839558,23,True,189835.97218352935,13,True
190190.98862611706,13,True,178225.90354418228,23,True
190793.4162566019,12,True,169080.95222774055,30,True
175841.9955113449,24,True,183070.39297455462,19,True
189320.4417818632,14,True,185530.44793589407,17,True
177944.53618260237,23,True,191157.86669573197,11,True
190709.39438628947,12,True,182080.01522512792,20,True
191164.04962868735,11,True,191157.86669573197,11,True
190505.39182668872,12,True,189835.97218352935,13,True
187310.78390102662,15,True,191161.00014307088,11,True
190394.0706894396,12,True,190268.41012771524,12,True
188884.37641399243,15,True,188473.00683249524,15,True
154924.59720146068,39,True,189038.36587834827,14,True
191759.04628257005,10,True,179482.01522512792,22,True
191073.7771124156,11,True,178878.52289561543,22,True
191755.57508260346,10,True,191161.00014307088,11,True
-197856.42015897683,16,False,191168.55348385585,11,True
-213947.23551234102,59,False,188924.12069226554,14,True
192249.09114256792,9,True,188250.37315524495,15,True
190765.34172447197,12,True,187170.56064916312,16,True
190278.57694608133,13,True,191157.86669573197,11,True
190588.57810181662,12,True,187266.95222774055,16,True
192249.09114256792,9,True,171486.01522512792,28,True
186542.07365162813,16,True,190456.17768080416,12,True
190234.72595013378,13,True,184475.55638336609,18,True
192236.56520955858,9,True,188611.977616583,14,True
191541.48394003554,10,True,183280.52289561543,19,True
190181.6958353223,13,True,190456.17768080416,12,True
185775.72327026803,17,True,185775.01522512792,17,True
188795.98650498386,15,True,191161.00014307088,11,True
191253.30519483716,11,True,183028.80795180015,19,True
184886.7324389375,18,True,186078.01522512792,17,True
170418.91796886682,28,True,193031.0,8,True
187094.91378822294,16,True,191157.86669573197,11,True
179817.97542897752,21,True,190456.17768080416,12,True
186079.08027005012,17,True,172278.39831655848,27,True
185827.19853697988,17,True,190456.17768080416,12,True
185297.9338886877,17,True,189963.07389372733,13,True
186609.29370141838,16,True,191157.86669573197,11,True
182124.52536841674,19,True,189833.51354863745,13,True
183096.15078477783,19,True,184175.52289561543,18,True
192236.56520955858,9,True,177779.01522512792,23,True
191471.5274144436,10,True,191171.6721355597,11,True
190897.84554073602,11,True,189695.29210640385,13,True
191755.57508260346,10,True,191161.00014307088,11,True
190678.86156640694,12,True,189272.79178842256,13,True
190317.58543934848,13,True,189514.3054315204,13,True
186788.42725714765,16,True,191161.00014307088,11,True
182036.48972861233,20,True,185458.50576433813,17,True
167661.79918304438,30,True,153078.39297455462,41,True
192236.56520955858,9,True,189040.53059922453,14,True
182262.88476973883,19,True,191157.86669573197,11,True
-198724.38567602375,12,True,191161.00014307088,11,True
184480.4899189441,18,True,190453.44377752487,12,True
185915.96784274615,17,True,180509.27442851744,21,True
187998.24037502235,16,True,176430.47865231565,24,True
-202195.28980604882,26,False,181550.80071619127,20,True
191727.08986743574,10,True,190463.38336141998,12,True
153737.93351130813,40,True,169777.39297455462,29,True
186779.08696121204,16,True,179075.0545799814,22,True
-203274.2913633041,29,False,192475.76320271258,9,True
189547.52688805503,14,True,190455.4164693621,12,True
185424.74078540073,17,True,182933.28484623772,19,True
157925.27953947385,37,True,191157.86669573197,11,True
190017.99501871335,13,True,169939.3096957591,29,True
191203.8321931454,11,True,188271.65920018282,15,True
191584.74489896206,10,True,115302.95222774055,70,True
191139.81014687396,11,True,179078.01522512792,22,True
188461.07782354022,15,True,180936.3052380064,20,True
189196.7494342147,14,True,191170.03309667832,11,True
181250.8372881529,20,True,167488.01522512792,31,True
191756.65385400667,10,True,185775.01522512792,17,True
191582.35247039868,10,True,190581.16538452532,12,True
-199406.24849014927,10,False,183076.01522512792,19,True
191755.57508260346,10,True,181431.44793589407,20,True
180248.10827367994,21,True,181662.10782015702,20,True
189892.4307196115,13,True,183254.70239510105,19,True
191541.48394003554,10,True,191161.00014307088,11,True
-223061.96232108065,83,False,188611.977616583,14,True
-201301.44868828045,23,False,191161.00014307088,11,True
191969.6662251714,10,True,179524.90354418228,22,True
191755.57508260346,10,True,157890.01522512792,38,True
191769.05289345872,10,True,179785.01522512792,22,True
-207514.53389320493,42,False,172179.84457175652,28,True
190861.98897008254,12,True,188271.65920018282,15,True
180984.34212221848,20,True,191170.03309667832,11,True
190091.574759251,13,True,132084.01522512792,56,True
-218175.73948616427,66,False,189716.89118611783,13,True
190467.48137109357,13,True,187175.01522512792,16,True
187227.19853697988,16,True,138496.09595474062,52,True
183315.9022552961,19,True,188609.81289570674,14,True
184698.56207990472,18,True,185575.52289561543,17,True
189496.48899687896,14,True,153384.0545799814,41,True
192249.09114256792,9,True,191161.00014307088,11,True
171588.5743393106,27,True,180472.39297455462,21,True
191676.0747892638,10,True,187827.11869603797,15,True
191769.05289345872,10,True,185775.01522512792,17,True
191622.80721944862,10,True,188960.6787083751,14,True
190679.9593689858,12,True,189272.79178842256,13,True
190367.61216545466,12,True,190465.35605325722,12,True
190786.41494351174,11,True,190858.67791803324,11,True
189301.33654375607,14,True,189835.97218352935,13,True
162922.8744298187,34,True,188960.6787083751,14,True
190776.82371080873,12,True,150789.01522512792,43,True
191598.22270981732,10,True,181878.01522512792,20,True
190727.59202168856,12,True,184175.52289561543,18,True
188361.747407938,15,True,187366.80915940652,16,True
176245.9190656646,24,True,190453.44377752487,12,True
191544.95514000213,10,True,164587.01522512792,33,True
68403.31708522474,101,True,191157.86669573197,11,True
162100.22618701134,34,True,179486.09595474062,22,True
191967.273796608,10,True,184375.01522512792,18,True
181761.50444593193,20,True,190456.17768080416,12,True
190567.9627053905,12,True,191157.86669573197,11,True
189343.24974958814,14,True,190581.16538452532,12,True
190336.07680535124,13,True,191161.00014307088,11,True
191594.75150985073,10,True,183484.09595474062,19,True
190919.99546336854,12,True,191168.55348385585,11,True
185535.15259180707,17,True,191161.00014307088,11,True
161264.47763368252,34,True,191157.86669573197,11,True
184666.13819917265,17,True,190456.17768080416,12,True
191588.21609892865,10,True,163590.63692360694,34,True
-216901.93664702406,66,False,180226.47865231565,21,True
188536.48273980638,15,True,190583.9391388232,12,True
188848.21803658508,14,True,160487.63692360694,36,True
189857.64606097565,13,True,191157.86669573197,11,True
188398.98821764177,15,True,185775.01522512792,17,True
188902.39588404234,15,True,184375.01522512792,18,True
189439.9012027434,13,True,180480.0012940409,21,True
190005.59466241117,13,True,188271.65920018282,15,True
188006.72869848862,15,True,189963.07389372733,13,True
184670.3601428829,18,True,190268.41012771524,12,True
188888.14874033604,15,True,181561.50576433813,20,True
191447.4179755117,11,True,181561.50576433813,20,True
159525.7255501267,36,True,189838.38213418852,13,True
191584.74489896206,10,True,189833.51354863745,13,True
191413.91471532066,10,True,190463.38336141998,12,True
187571.94527578776,15,True,150876.10782015702,43,True
191384.1315672494,10,True,192475.76320271258,9,True
190752.45643485358,12,True,188250.37315524495,15,True
173378.40607541866,26,True,186874.52289561543,16,True
-214780.88008351013,62,False,190453.44377752487,12,True
191745.5684717148,10,True,182070.95222774055,20,True
188960.62137968699,14,True,192475.76320271258,9,True
187720.248970443,15,True,188745.16924758535,14,True
176166.8865217541,24,True,182181.01522512792,20,True
175558.8829072796,24,True,179173.39297455462,22,True
189051.66030049635,14,True,180374.0545799814,21,True
189205.42748221013,14,True,190453.44377752487,12,True
191541.48394003554,10,True,187175.01522512792,16,True
191012.45620135125,11,True,179573.95222774055,22,True
-109551.37542927993,78,False,182066.10782015702,20,True
190969.21507511145,11,True,188271.65920018282,15,True
191759.04628257005,10,True,188273.68598527182,15,True
190834.74946898557,12,True,188575.4742354668,14,True
189486.3075419843,14,True,162985.01522512792,34,True
192253.4362718757,9,True,172785.01522512792,27,True
-198894.2535349051,11,False,190123.46228872257,12,True
192253.4362718757,9,True,189838.38213418852,13,True
-211795.18109387046,52,False,188465.47991955045,15,True
184854.73610226682,17,True,187175.01522512792,16,True
188454.44452667862,15,True,173882.01522512792,26,True
189815.877123589,13,True,184668.95222774055,18,True
191544.95514000213,10,True,189835.97218352935,13,True
183655.58566896265,19,True,190456.17768080416,12,True
191598.22270981732,10,True,173680.01522512792,26,True
186002.29703399615,17,True,190019.17502679647,12,True
171668.47168959727,27,True,181676.01522512792,20,True
190192.4981438733,13,True,191161.00014307088,11,True
183027.19853697988,19,True,163187.01522512792,34,True
188834.67768728748,15,True,186864.23176422427,16,True
191443.95514000213,10,True,185439.76860310097,17,True
188150.46613933006,15,True,191161.00014307088,11,True
189902.2521452735,13,True,189514.3054315204,13,True
189724.16673129523,14,True,190456.17768080416,12,True
191451.03688167897,11,True,188271.65920018282,15,True
191588.21609892865,10,True,189533.63588125494,13,True
191403.41495949222,11,True,172381.01522512792,27,True
191261.42801175834,11,True,191161.00014307088,11,True
190601.4805363801,11,True,191157.86669573197,11,True
191073.15766012238,11,True,176686.09595474062,24,True
191444.34632227724,11,True,185775.01522512792,17,True
187239.14029719582,16,True,191161.00014307088,11,True
187678.61745380648,16,True,175787.01522512792,25,True
190566.10451219726,12,True,169985.01522512792,29,True
170787.40756461947,28,True,188960.6787083751,14,True
191769.05289345872,10,True,185554.88020668895,17,True
171730.83762579245,27,True,190456.17768080416,12,True
189947.60622996796,13,True,157486.01522512792,38,True
188273.99321430543,15,True,191157.86669573197,11,True
191374.12495636073,10,True,176430.47865231565,24,True
190961.21441744245,12,True,187175.01522512792,16,True
-213327.02094816192,55,False,159088.01522512792,37,True
188627.19853697988,15,True,189722.42265506668,13,True
190604.56786444524,12,True,166380.80915940652,32,True
191387.83190919,11,True,191170.03309667832,11,True
189832.82536315598,13,True,171144.29248814206,28,True
184300.81890612954,18,True,179502.09139003526,22,True
190660.28006721562,12,True,193031.0,8,True
183868.96946307918,18,True,191693.8543452805,10,True
177427.19853697988,23,True,184375.01522512792,18,True
-199461.3622231056,19,False,185775.01522512792,17,True
166310.5514125199,31,True,192475.76320271258,9,True
190257.947845315,12,True,184375.01522512792,18,True
191619.825054187,10,True,190453.44377752487,12,True
166012.16934066202,31,True,189154.4225553558,14,True
188829.6517995861,15,True,191161.00014307088,11,True
163506.75420697543,33,True,191161.00014307088,11,True
180304.98995130995,21,True,191161.00014307088,11,True
191598.22270981732,10,True,184375.01522512792,18,True
163475.53725704885,33,True,185775.01522512792,17,True
191554.9617508908,10,True,191157.86669573197,11,True
191826.89175112787,10,True,188131.93646319697,15,True
189450.00721451038,14,True,187825.091910949,15,True
191588.21609892865,10,True,145292.52289561543,47,True
185544.69162460492,17,True,187972.0007204706,15,True
191671.06201483833,10,True,176873.80915940652,24,True
192475.76320271258,9,True,182676.78570013636,19,True
188664.135641722,15,True,189838.38213418852,13,True
-109544.69116939098,57,False,191161.00014307088,11,True
180430.11618762702,21,True,189766.23138691887,13,True
191759.04628257005,10,True,171576.80915940652,28,True
191793.63740309002,10,True,189833.51354863745,13,True
181056.2034404472,20,True,188131.93646319697,15,True
186839.93279112046,16,True,191157.86669573197,11,True
187664.12060674888,16,True,191170.03309667832,11,True
189169.0684673643,14,True,187276.01522512792,16,True
180541.622836401,21,True,188718.72723640467,14,True
189158.30816383357,15,True,165230.47865231565,32,True
191419.25259719882,11,True,191157.86669573197,11,True
161552.51690619864,35,True,189272.79178842256,13,True
192249.09114256792,9,True,188714.44065899742,14,True
-204382.9871796497,33,False,189768.64133757807,13,True
191427.71463823933,11,True,189055.30812367387,14,True
184886.7324389375,18,True,182776.0007204706,19,True
191218.53052307433,11,True,189963.07389372736,13,True
192035.0,9,True,167014.27442851744,31,True
162217.02500020544,34,True,172280.01522512792,27,True
191372.8581909334,11,True,183378.63692360694,19,True
191544.95514000213,10,True,164690.52289561543,33,True
158577.94636411624,36,True,191693.8543452805,10,True
189467.23673919277,14,True,180983.01522512792,21,True
188505.64724146726,15,True,188273.68598527182,15,True
191951.18762089233,10,True,134999.01522512792,55,True
184685.7437045926,18,True,188960.6787083751,14,True
190257.6447653979,12,True,193031.0,8,True
192148.09114256792,9,True,189838.38213418852,13,True
191004.03619920323,12,True,150284.01522512792,43,True
186508.4844963269,16,True,187175.01522512792,16,True
191029.66088946618,11,True,192475.76320271258,9,True
166594.16408115695,31,True,184586.322745148,18,True
191421.05345791057,10,True,191157.86669573197,11,True
192035.0,9,True,175383.01522512792,25,True
190971.4024226034,12,True,190456.17768080416,12,True
190031.39163699083,13,True,185775.01522512792,17,True
184508.5728202844,18,True,190858.67791803324,11,True
186342.69317820764,16,True,189511.8467966285,13,True
191108.04776989072,11,True,184574.04871287855,18,True
164832.8281509745,32,True,183076.01522512792,19,True
191846.44212976427,10,True,190262.9964560686,12,True
-209263.41014755119,47,False,190456.17768080416,12,True
190681.59003575725,13,True,191157.86669573197,11,True
177348.09858956895,23,True,178878.52289561543,22,True
190324.6730755887,13,True,191157.86669573197,11,True
186807.05793834472,16,True,190453.44377752487,12,True
190796.1501598812,12,True,191161.00014307088,11,True
188498.20650463246,15,True,175942.3052380064,24,True
191980.7516074633,10,True,186934.29248814206,16,True
190449.21216845288,12,True,178082.01522512792,23,True
-205258.41745523154,35,False,189838.38213418852,13,True
173827.5331954433,25,True,189714.44808384648,13,True
-199840.78129100095,19,False,173630.47865231565,26,True
174693.76476095282,25,True,175030.47865231565,25,True
177684.34199160655,23,True,192496.23183119693,9,True
191541.48394003554,10,True,188370.05457998143,15,True
173254.0643844195,26,True,187175.01522512792,16,True
183947.87561744323,18,True,187175.01522512792,16,True
191077.0976617312,11,True,193031.0,8,True
187362.4107126551,15,True,190453.44377752487,12,True
183224.0447381529,19,True,189835.97218352935,13,True
191544.95514000213,10,True,185775.01522512792,17,True
-202605.10765648863,25,False,191161.00014307088,11,True
175020.2054010622,25,True,189844.95112430712,13,True
181000.64590284476,20,True,188273.68598527182,15,True
185682.9848387458,17,True,188960.6787083751,14,True
179807.44026344112,21,True,189833.51354863745,13,True
181435.30744404058,20,True,182181.01522512792,20,True
190218.17473052567,13,True,190456.17768080416,12,True
191015.03826726874,11,True,176379.01522512792,24,True
-115759.55830039908,74,False,172785.01522512792,27,True
190064.2503446012,13,True,187151.70239510105,16,True
191798.83604152998,10,True,188044.2904160749,15,True
191187.20983794154,11,True,185374.0007204706,17,True
184354.16558936884,18,True,191170.03309667832,11,True
160501.08441604383,35,True,190456.17768080416,12,True
190527.5588231319,12,True,190858.67791803324,11,True
133584.02357824738,55,True,187402.4958104172,16,True
174623.41735305107,25,True,188271.65920018282,15,True
192249.09114256792,9,True,186858.50576433813,16,True
190366.50053666098,13,True,192475.76320271258,9,True
-197959.48542022824,13,False,191157.86669573197,11,True
185573.98216506507,17,True,190583.9391388232,12,True
187572.507332005,15,True,187175.01522512792,16,True
190771.92896389772,12,True,188273.68598527182,15,True
189164.37455961935,14,True,191170.03309667832,11,True
191400.24914079733,11,True,188273.68598527182,15,True
166384.43597736768,31,True,184375.01522512792,18,True
191399.06983018448,11,True,179050.619655931,22,True
171439.02934925328,27,True,189766.23138691887,13,True
187409.57293459517,15,True,191157.86669573197,11,True
181961.13723263246,19,True,188369.69268793345,15,True
186480.47813647756,16,True,182185.09595474062,20,True
187960.29573452732,15,True,191161.00014307088,11,True
-212108.16955517765,82,False,190463.38336141998,12,True
170370.4001799552,28,True,167464.70239510105,31,True
190120.69429150136,13,True,190583.9391388232,12,True
170463.0819396837,28,True,183076.01522512792,19,True
-201290.2100377954,22,False,187175.01522512792,16,True
174689.53965111193,25,True,190268.41012771524,12,True
176316.74744464585,24,True,183581.01522512792,19,True
190950.5094450856,12,True,191170.03309667832,11,True
179577.9971714196,21,True,173064.70239510105,27,True
186349.73764291106,16,True,176783.01522512792,24,True
-220413.92863764553,75,False,191157.86669573197,11,True
167858.11356661335,30,True,156389.01522512792,39,True
187632.22866967312,16,True,190456.17768080416,12,True
146826.27953947385,45,True,191161.00014307088,11,True
184144.9949602203,18,True,191693.8543452805,10,True
188296.3008809939,15,True,189594.51044960506,13,True
181919.35895047552,20,True,188960.6787083751,14,True
189190.11813707906,15,True,191693.8543452805,10,True
170394.85827707633,28,True,191157.86669573197,11,True
173802.5740049683,26,True,172544.29248814206,27,True
190891.67808614476,11,True,191157.86669573197,11,True
186662.28450445968,16,True,189833.51354863745,13,True
191190.46542074942,11,True,186078.01522512792,17,True
187699.63517967085,15,True,191170.03309667832,11,True
190989.74824507933,11,True,172482.01522512792,27,True
186334.33852717176,17,True,189833.51354863745,13,True
189094.78328640867,14,True,192475.76320271258,9,True
178459.8829072796,22,True,173266.70239510105,27,True
189226.61937599446,15,True,179179.01522512792,22,True
182858.44511730966,19,True,191693.8543452805,10,True
187307.0130952768,16,True,191170.03309667832,11,True
184729.06101458627,18,True,188955.4511920079,14,True
191411.01750510136,11,True,173882.01522512792,26,True
140683.48117150215,50,True,184375.01522512792,18,True
189088.78715066015,14,True,187175.01522512792,16,True
189271.16282012625,14,True,181652.40916757716,20,True
184065.8690722485,18,True,187175.01522512792,16,True
190182.9518727412,13,True,191157.86669573197,11,True
189012.90888232164,14,True,183090.97527119945,19,True
189883.60782273844,13,True,190265.73035934792,12,True
187747.2727876443,15,True,189708.43240730432,13,True
191755.57508260346,10,True,190136.45471109694,12,True
191002.4956942338,11,True,191157.86669573197,11,True
192035.0,9,True,181676.01522512792,20,True
189370.42013966062,14,True,183480.01522512792,19,True
139846.55834061123,50,True,191693.8543452805,10,True
163463.95885165615,33,True,191170.03309667832,11,True
191241.7022167145,11,True,145680.01522512792,46,True
190261.73105745268,13,True,186098.09139003526,17,True
176027.19853697988,24,True,174979.01522512792,25,True
191250.17174749824,11,True,188718.72723640467,14,True
189728.78993956026,13,True,189511.8467966285,13,True
187641.18318326015,16,True,185761.10782015702,17,True
-198310.67378662352,13,False,189695.29210640385,13,True
185877.12207412886,17,True,191693.8543452805,10,True
191541.48394003554,10,True,184268.39297455462,18,True
190147.35270512564,13,True,178770.6084832271,22,True
179954.01674542227,21,True,188273.30768375084,15,True
188515.62636969605,15,True,191157.86669573197,11,True
188301.15153938983,15,True,190453.44377752487,12,True
190276.97434398558,13,True,178082.01522512792,23,True
187978.7577213559,15,True,190268.41012771524,12,True
190761.5399618467,12,True,191157.86669573197,11,True
188338.1384753356,15,True,185775.01522512792,17,True
192249.09114256792,9,True,191161.00014307088,11,True
189341.82970800635,14,True,190858.67791803324,11,True
-209144.82263902784,46,False,189067.11727183603,14,True
191541.48394003554,10,True,191161.00014307088,11,True
190615.31965108676,12,True,170682.95222774055,29,True
-203020.62970469007,28,False,191157.86669573197,11,True
190751.9461899756,12,True,190453.44377752487,12,True
167947.7541442834,30,True,188924.12069226554,14,True
175794.9212984269,24,True,185775.01522512792,17,True
188385.6819045847,15,True,185967.95222774055,17,True
190580.2989347713,12,True,191161.00014307088,11,True
-210680.64299800142,49,False,191157.86669573197,11,True
190891.8196460038,11,True,189707.40522430922,13,True
189590.45643536048,14,True,188271.65920018282,15,True
-213177.1255701813,57,False,191161.00014307088,11,True
190338.89669460384,13,True,188945.10054326034,14,True
-199113.1555220706,11,False,188273.68598527182,15,True
191759.04628257005,10,True,189835.97218352935,13,True
180649.61540463066,20,True,186514.8941233445,16,True
191029.66088946618,11,True,189838.38213418852,13,True
-198352.82121864657,16,False,180276.01522512792,21,True
182120.0037883025,20,True,184574.04871287855,18,True
189372.6765878035,14,True,180276.01522512792,21,True
190949.7199080258,12,True,190456.17768080416,12,True
191797.1086030566,10,True,188271.65920018282,15,True
183650.95003037818,19,True,188273.68598527182,15,True
187523.34788230943,16,True,165282.52289561543,32,True
161773.5893440482,34,True,190262.9964560686,12,True
191232.60060980328,11,True,185458.50576433813,17,True
190947.22419713796,11,True,191157.86669573197,11,True
178914.91004869746,22,True,190858.67791803324,11,True
187178.15371946874,16,True,184698.09139003526,18,True
-215752.05694960206,64,False,188271.65920018282,15,True
187892.6388730501,15,True,191157.86669573197,11,True
192035.0,9,True,159583.95222774055,37,True
190452.92448497727,13,True,181909.27442851744,20,True
180378.81579646465,21,True,179078.01522512792,22,True
190764.30435598388,12,True,186870.75434150355,16,True
190198.0795366698,13,True,185775.01522512792,17,True
-202560.9459731839,26,False,189283.25214109072,14,True
173410.74692159187,26,True,190453.44377752487,12,True
191766.66046489537,10,True,142880.01522512792,48,True
185618.97764801318,17,True,188148.47147633517,15,True
189413.1259128063,14,True,190136.45471109694,12,True
189454.30568406088,14,True,190456.17768080416,12,True
184904.85317744472,17,True,188960.6787083751,14,True
-209429.49149841233,48,False,189835.97218352935,13,True
159435.9761087095,36,True,188960.6787083751,14,True
191756.65385400667,10,True,191693.8543452805,10,True
190659.083487801,12,True,190456.17768080416,12,True
174329.98872248814,25,True,189695.29210640385,13,True
189430.55047851455,14,True,191161.00014307088,11,True
191162.9409076971,12,True,191170.03309667832,11,True
183116.91677063168,19,True,190581.16538452532,12,True
-105547.14433802864,79,False,185751.70239510105,17,True
188485.49513052363,15,True,193031.0,8,True
187546.86911905842,15,True,190463.38336141998,12,True
183238.02111393615,19,True,182070.95222774055,20,True
191997.72193476927,10,True,188250.37315524492,15,True
185480.45234126563,17,True,189594.51044960506,13,True
157907.09746057232,37,True,189838.38213418852,13,True
191755.57508260346,10,True,191161.00014307088,11,True
185268.34486582733,17,True,186178.63692360694,17,True
178025.10195190366,22,True,192475.76320271258,9,True
192450.6563521265,9,True,191170.03309667832,11,True
188493.6872799112,15,True,190453.44377752487,12,True
191370.65375639414,10,True,183601.09139003526,19,True
189598.43050270152,13,True,148482.52289561543,44,True
191370.65375639414,10,True,183705.18357806955,18,True
-204956.82472490548,34,False,189833.51354863745,13,True
190484.10086535124,13,True,191157.86669573197,11,True
176009.3513567677,24,True,169336.44793589407,29,True
191572.21896595272,10,True,192475.76320271258,9,True
191230.67281534683,11,True,189834.5792441041,13,True
191544.95514000213,10,True,191157.86669573197,11,True
192035.0,9,True,191161.00014307088,11,True
191541.48394003554,10,True,189833.51354863745,13,True
191598.22270981732,10,True,189149.6266286849,13,True
191969.6662251714,10,True,187175.01522512792,16,True
187713.57413986418,15,True,189399.90211968994,13,True
190607.30176772454,12,True,190456.17768080416,12,True
190475.41588208365,12,True,190453.44377752487,12,True
192007.265702517,10,True,168683.0545799814,30,True
190868.05154192908,12,True,189960.6152588355,13,True
190686.62688804916,12,True,183208.27442851744,19,True
191440.48394003554,10,True,184406.27442851744,18,True
189573.60853690034,14,True,191157.86669573197,11,True
190168.83774403992,13,True,149490.01522512792,44,True
191080.64739597574,11,True,170934.34227613764,28,True
190749.46571723477,12,True,174979.01522512792,25,True
191755.57508260346,10,True,182181.01522512792,20,True
185876.08056541628,17,True,189833.51354863745,13,True
188548.70022432486,15,True,188271.65920018282,15,True
191934.0,9,True,178284.01522512792,23,True
184377.65717551604,18,True,188780.80874950302,14,True
189962.01398402685,13,True,190456.17768080416,12,True
-199865.64546897277,21,False,184776.0545799814,18,True
191755.57508260346,10,True,178102.09139003526,23,True
-222008.04602945628,83,False,181909.27442851744,20,True
192287.15346305448,9,True,191161.00014307088,11,True
165356.56077498553,32,True,188960.6787083751,14,True
