reward,steps,found
195503.318349929,18,True
191180.35929704274,12,True
192285.97014960367,14,True
-197263.20514233745,16,False
191971.6875796583,11,True
191143.97645318398,15,True
192095.42887651492,13,True
-79805.91097806251,100,False
-99997,1,False
194719.61921607706,14,True
193077.29662299863,13,True
-199998,1,False
189845.89325220545,12,True
188410.9565411505,19,True
191007.32366105294,11,True
190538.0803198969,13,True
190172.64733947554,11,True
190467.44892376932,14,True
191007.3605205608,11,True
191007.32366105294,11,True
190975.64719270504,12,True
190666.19878609185,12,True
190595.82197954203,12,True
-85322.15713896528,51,False
191387.94034139445,16,True
-90678.78769960284,62,False
191461.0100629953,14,True
190174.97829016132,17,True
191623.50045799286,10,True
191007.32366105294,11,True
191623.50045799286,10,True
193194.88447013593,21,True
189942.0,11,True
-400000.0,102,False
193992.39307899555,14,True
191633.5496530881,11,True
-400000.0,102,False
191007.32746245718,11,True
188148.15757688566,19,True
192081.32986093004,14,True
-99997,1,False
189809.5456765348,15,True
193119.0206066687,13,True
191222.05637853697,12,True
191180.32251602045,12,True
191971.65072015044,11,True
191180.32251602045,12,True
176113.717556405,29,True
-98830.24318116103,58,False
191633.5496530881,11,True
187827.2395342946,26,True
191007.32366105294,11,True
-99973,7,False
191459.14765069788,12,True
-89103.31653223408,63,False
189942.0,11,True
-101594.39141442477,63,False
191633.5559205441,11,True
190043.0,11,True
190757.1477974684,11,True
190906.32366105294,11,True
190757.1433235406,11,True
-81372.14047183497,66,False
-199970,8,False
-189949.2805289641,77,False
190627.50070264286,11,True
194949.07927438122,19,True
-99705.99757391971,66,False
194156.7498129807,12,True
190114.99902113195,12,True
191560.14765069788,12,True
-198485.53110375008,40,False
190019.59303230522,18,True
-191033.04126239676,49,False
194224.66432831474,15,True
191007.32366105294,11,True
194192.99532988563,16,True
195461.5831144187,18,True
189412.44010304738,14,True
192205.5923264082,13,True
194117.43044496875,18,True
-186335.6220864834,34,False
-194862.48140331212,68,False
-100062,10,False
191870.65072015044,11,True
-99977,6,False
192942.24955908308,12,True
193539.16387032188,15,True
190795.84111966295,12,True
-83706.13264586721,100,False
-92704.40004029607,69,False
191971.65072015044,11,True
191212.00116063573,11,True
190595.82816510004,12,True
187181.93888013368,16,True
190060.2869234992,12,True
190043.0,11,True
190270.61673214415,12,True
-84349.45384218721,90,False
190622.83025038673,13,True
192986.34749529074,14,True
194083.3476657662,13,True
-96703.23224374237,90,False
192870.47020423683,14,True
-199998,1,False
192186.83256229808,16,True
181656.45393378797,44,True
190071.64286554774,11,True
193944.43562448493,17,True
195330.32173200973,17,True
190257.39367129374,11,True
190513.62217397543,24,True
190938.0,10,True
191170.97917074154,16,True
191971.65452155468,11,True
191339.30108632924,19,True
191211.9988549675,11,True
191623.50045799286,10,True
192524.47470979538,12,True
191560.14765069788,12,True
192144.70665154365,12,True
190992.97835197207,13,True
191633.5559205441,11,True
190757.1477974684,11,True
-199966,9,False
191039.0,10,True
-400000.0,102,False
190023.93934805057,15,True
190627.50045799286,11,True
-180585.04013101256,32,False
-88132.41270082686,71,False
188043.96354406452,25,True
197395.23994578843,17,True
190672.6875796583,12,True
192556.18803765115,11,True
191971.65452155468,11,True
192524.47470979538,12,True
191007.32366105294,11,True
191805.1470759444,14,True
191222.05637853697,12,True
191221.72073039124,11,True
189612.2275473386,19,True
190906.32366105294,11,True
192807.11722053267,16,True
191763.19966134802,11,True
190627.52075339627,11,True
190627.52075339627,11,True
191007.32746245718,11,True
194887.12779595543,19,True
-196934.56852953092,72,False
190043.0,11,True
191395.83154244095,14,True
191039.0,10,True
190627.50045799286,11,True
