episode,actions,rewards
0,8,-100498.0
1,6,-100197.0
2,8,-100094.0
3,2,-99999.0
4,6,-200400.0
5,2,-200000.0
6,4,-100199.0
7,2,-99999.0
8,2,-100100.0
9,2,-200000.0
10,2,-100100.0
11,2,-100100.0
12,2,-99999.0
13,4,-99997.0
14,10,-100395.0
15,2,-99999.0
16,4,-99997.0
17,2,-99999.0
18,2,-100100.0
19,2,-99999.0
20,2,-200000.0
21,4,-99997.0
22,2,-99999.0
23,8,-99993.0
24,4,-100098.0
25,2,-99999.0
26,2,-100100.0
27,2,-100100.0
28,2,-99999.0
29,2,-99999.0
30,10,-100193.0
31,4,-100098.0
32,2,-100100.0
33,2,-200000.0
34,2,-100100.0
35,4,-100199.0
36,12,-100191.0
37,2,-100100.0
38,2,-200000.0
39,42,-100969.0
40,2,-100100.0
41,2,-100100.0
42,2,-100100.0
43,2,-99999.0
44,4,-100300.0
45,10,-100193.0
46,2,-100100.0
47,2,-100100.0
48,2,-200000.0
49,2,-200000.0
50,4,-100098.0
51,2,-99999.0
52,4,-100199.0
53,2,-99999.0
54,6,-100096.0
55,2,-100100.0
56,2,-99999.0
57,2,-99999.0
58,4,-100199.0
59,2,-99999.0
60,2,-200000.0
61,2,-99999.0
62,22,-100585.0
63,2,-99999.0
64,4,-100300.0
65,2,-99999.0
66,4,-200200.0
67,10,-100395.0
68,2,-200000.0
69,4,-100098.0
70,2,-99999.0
71,6,-200198.0
72,2,-200000.0
73,2,-100100.0
74,2,-100100.0
75,2,-99999.0
76,2,-100100.0
77,2,-100100.0
78,2,-100100.0
79,2,-200000.0
80,8,-100296.0
81,2,-100100.0
82,2,-200000.0
83,8,-100397.0
84,2,-99999.0
85,22,-100989.0
86,2,-99999.0
87,6,-100399.0
88,2,-200000.0
89,2,-99999.0
90,2,-200000.0
91,2,-100100.0
92,2,-99999.0
93,2,-99999.0
94,4,-100199.0
95,2,-99999.0
96,4,-100098.0
97,2,-100100.0
98,2,-99999.0
99,2,-99999.0
100,2,-99999.0
101,6,-199996.0
102,10,-100395.0
103,4,-100098.0
104,4,-99997.0
105,4,-100098.0
106,2,-100100.0
107,4,-100098.0
108,2,-99999.0
109,2,-99999.0
110,4,-100199.0
111,2,-200000.0
112,4,-100098.0
113,2,-100100.0
114,2,-200000.0
115,4,-100199.0
116,2,-100100.0
117,2,-99999.0
118,2,-200000.0
119,2,-99999.0
120,2,-100100.0
121,4,-100199.0
122,2,-100100.0
123,2,-200000.0
124,2,-99999.0
125,8,-200398.0
126,2,-100100.0
127,44,-101068.0
128,2,-100100.0
129,2,-100100.0
130,6,-100096.0
131,10,-100395.0
132,4,-100300.0
133,10,-100193.0
134,4,-100098.0
135,2,-200000.0
136,4,-100300.0
137,2,-99999.0
138,4,-100098.0
139,4,-200099.0
140,6,-100197.0
141,2,-99999.0
142,4,-100300.0
143,4,-100300.0
144,2,-100100.0
145,2,-99999.0
146,2,-200000.0
147,2,-200000.0
148,2,-100100.0
149,4,-100098.0
150,2,-99999.0
151,4,-100098.0
152,2,-99999.0
153,4,-100098.0
154,6,-100298.0
155,2,-200000.0
156,4,-100098.0
157,2,-100100.0
158,2,-99999.0
159,10,-100294.0
160,2,-200000.0
161,12,-100292.0
162,4,-100199.0
163,8,-100195.0
164,2,-100100.0
165,2,-200000.0
166,6,-100197.0
167,6,-100197.0
168,4,-100098.0
169,6,-100197.0
170,2,-100100.0
171,4,-100098.0
172,2,-100100.0
173,2,-99999.0
174,2,-100100.0
175,2,-100100.0
176,2,-100100.0
177,12,-100393.0
178,4,-100199.0
179,14,-200291.0
180,4,-100199.0
181,10,-100294.0
182,2,-100100.0
183,2,-100100.0
184,6,-100500.0
185,2,-100100.0
186,2,-100100.0
187,2,-99999.0
188,2,-100100.0
189,10,-200093.0
190,2,-100100.0
191,12,-100494.0
192,2,-99999.0
193,2,-99999.0
194,2,-100100.0
195,2,-99999.0
196,2,-100100.0
197,2,-99999.0
198,6,-100399.0
199,2,-200000.0
200,4,-100199.0
201,4,-100098.0
202,2,-99999.0
203,8,-200600.0
204,2,-99999.0
205,2,-200000.0
206,4,-200099.0
207,32,-100878.0
208,2,-100100.0
209,2,-100100.0
210,2,-200000.0
211,14,-100391.0
212,2,-100100.0
213,4,-100098.0
214,2,-100100.0
215,4,-200099.0
216,12,-100191.0
217,4,-100199.0
218,10,-100294.0
219,26,-101187.0
220,2,-99999.0
221,2,-100100.0
222,2,-99999.0
223,2,-100100.0
224,4,-100098.0
225,2,-100100.0
226,4,-199998.0
227,2,-99999.0
228,2,-100100.0
229,6,-100197.0
230,4,-100300.0
231,2,-100100.0
232,4,-200200.0
233,2,-99999.0
234,2,-100100.0
235,2,-100100.0
236,4,-100098.0
237,10,-100193.0
238,2,-100100.0
239,2,-100100.0
240,2,-100100.0
241,4,-100300.0
242,2,-200000.0
243,18,-100892.0
244,6,-100298.0
245,4,-99997.0
246,4,-100199.0
247,14,-100290.0
248,2,-99999.0
249,4,-100098.0
250,4,-100098.0
251,2,-200000.0
252,12,-100696.0
253,2,-200000.0
254,16,-100995.0
255,4,-200200.0
256,10,-99991.0
257,2,-99999.0
258,4,-100098.0
259,8,-100296.0
260,2,-100100.0
261,4,-100199.0
262,2,-99999.0
263,4,-100199.0
264,2,-100100.0
265,6,-100399.0
266,6,-100197.0
267,2,-99999.0
268,6,-100298.0
269,2,-99999.0
270,2,-99999.0
271,4,-99997.0
272,56,-101359.0
273,2,-200000.0
274,2,-100100.0
275,4,-99997.0
276,2,-100100.0
277,2,-99999.0
278,4,-100300.0
279,2,-99999.0
280,2,-100100.0
281,2,-99999.0
282,6,-100399.0
283,4,-100199.0
284,2,-99999.0
285,4,-200099.0
286,2,-100100.0
287,4,-100300.0
288,4,-100098.0
289,6,-100096.0
290,2,-99999.0
291,6,-100399.0
292,20,-100587.0
293,2,-99999.0
294,2,-99999.0
295,2,-99999.0
296,2,-99999.0
297,4,-100300.0
298,12,-100393.0
299,2,-99999.0
300,2,-99999.0
301,4,-100300.0
302,2,-100100.0
303,24,-100684.0
304,4,-200200.0
305,6,-100298.0
306,2,-200000.0
307,8,-100397.0
308,2,-99999.0
309,6,-100298.0
310,2,-200000.0
311,2,-99999.0
312,2,-99999.0
313,4,-100300.0
314,6,-100298.0
315,2,-100100.0
316,6,-100197.0
317,6,-100197.0
318,6,-200299.0
319,2,-99999.0
320,2,-99999.0
321,4,-100098.0
322,2,-99999.0
323,4,-200099.0
324,2,-100100.0
325,6,-200299.0
326,2,-99999.0
327,2,-99999.0
328,2,-200000.0
329,2,-200000.0
330,4,-100098.0
331,2,-100100.0
332,2,-100100.0
333,2,-100100.0
334,2,-100100.0
335,2,-100100.0
336,2,-100100.0
