Reinforce Rewards,Reinforce Steps,Reinforce Found,Parallel Sweep Rewards,Parallel Sweep Steps,Parallel Sweep Found
142373.12661789966,138,True,-100000,202,False
183805.3465922185,39,True,-100000,202,False
186120.30859661876,30,True,-100000.0,202,False
169926.03961237008,65,True,-100000.0,202,False
188320.4820957189,25,True,-100000,202,False
189805.72794065392,22,True,-100000,202,False
172393.20888815183,69,True,-100000.0,202,False
187006.5715996857,29,True,-100000.0,202,False
190336.64349811155,22,True,-100000.0,202,False
169059.28924022245,72,True,-100000.0,202,False
189372.4790788901,23,True,-100000,202,False
172860.31635157214,63,True,149620.75699049997,95,True
183319.58798559697,38,True,-100000.0,202,False
189556.06387234756,23,True,-100000.0,202,False
186859.5879441141,30,True,-100000,202,False
189683.11791670637,22,True,-100000,202,False
190917.0,19,True,-100000,202,False
172242.010199645,71,True,-100000.0,202,False
181983.35304990603,46,True,-100000,202,False
174174.23603760128,61,True,-100000,202,False
184692.4091718365,35,True,-100000.0,202,False
178161.0586844264,49,True,-100000,202,False
173181.12581724863,59,True,-100000.0,202,False
188458.16668388314,27,True,-100000,202,False
190330.18695089934,21,True,-100000,202,False
189079.29917829324,23,True,-100000,202,False
181074.31502151018,46,True,-100000,202,False
186762.9557378889,28,True,-100000,202,False
177539.03520663924,47,True,-100000,202,False
189693.65742686347,22,True,-100000,202,False
188159.40306346846,27,True,-100000,202,False
-89401.5087089162,188,False,-100000,202,False
189975.85322247984,22,True,-100000.0,202,False
184896.66083124923,34,True,-100000,202,False
188985.68960012423,26,True,-100000,202,False
181628.9966833804,40,True,-100000,202,False
151960.7713170442,153,True,-100000,202,False
-100000.0,202,False,-100000,202,False
187226.79392026918,28,True,-100000,202,False
185308.9600908456,36,True,-100000,202,False
155206.77458202772,111,True,-100000,202,False
183359.38386295774,38,True,157259.87993953697,83,True
179185.2854286464,50,True,-100000,202,False
186111.3281882409,31,True,-100000,202,False
179270.27403223878,47,True,-100000,202,False
191018.0,19,True,-100000,202,False
148889.26208053657,139,True,-100000,202,False
189852.50109031258,21,True,-100000,202,False
182755.27353148744,40,True,-100000,202,False
170473.65650087167,73,True,-100000,202,False
179386.33071177002,47,True,-100000,202,False
187865.91864369722,28,True,-100000.0,202,False
186718.76053060862,30,True,-100000.0,202,False
175653.17228472655,57,True,-100000,202,False
187264.3759957645,31,True,-100000,202,False
-98871.08484441164,106,False,-100000,202,False
189606.33065408925,23,True,-100000,202,False
175313.20265243805,58,True,-100000.0,202,False
185368.06892003806,33,True,-100000,202,False
187194.13493262362,29,True,-100000,202,False
185542.6352988148,35,True,-100000,202,False
159624.0334463787,98,True,-100000.0,202,False
170909.59910079592,74,True,-100000,202,False
185502.58175702143,33,True,-100000,202,False
183877.11073910288,36,True,-100000,202,False
-92245.79893892612,116,False,-100000,202,False
185617.9768656628,30,True,-100000,202,False
185363.57962332037,34,True,-100000,202,False
176585.77541032186,48,True,-100000.0,202,False
186960.96905713194,28,True,-100000,202,False
182801.66021248972,41,True,-100000.0,202,False
189985.20975282392,21,True,-100000,202,False
189802.64561155456,22,True,-100000.0,202,False
-101924.34069568367,119,False,-100000,202,False
179658.50994154325,48,True,-100000,202,False
-100000.0,202,False,-100000.0,202,False
185538.79606923275,34,True,-100000,202,False
191915.0,17,True,-100000,202,False
185040.9943704059,33,True,-100000.0,202,False
189030.58670711902,24,True,-100000,202,False
185555.39400034503,32,True,-100000.0,202,False
180579.10405868592,44,True,-100000,202,False
171296.0061699499,72,True,-100000,202,False
188544.56893214997,25,True,-100000,202,False
185249.80849612353,31,True,-100000,202,False
190917.0,19,True,-100000,202,False
184355.4720016986,37,True,-100000,202,False
189757.01312396274,22,True,-100000,202,False
189420.0,22,True,-100000,202,False
178187.04300567994,54,True,-100000,202,False
188999.08491567208,24,True,-100000.0,202,False
183576.1613971135,34,True,-100000.0,202,False
169328.17623335787,77,True,-100000,202,False
186319.17570459508,31,True,-100000.0,202,False
182133.91382594046,39,True,-100000.0,202,False
178807.4871618809,50,True,-100000,202,False
173315.42553691554,63,True,-100000,202,False
187332.25300878705,29,True,-100000,202,False
185584.7516308748,35,True,-100000,202,False
177069.12151492963,55,True,-100000.0,202,False
163123.308097614,81,True,-100000.0,202,False
191281.4473575616,19,True,-100000,202,False
185905.78642545894,32,True,149620.75699049997,95,True
-84127.86562786302,135,False,-100000.0,202,False
185406.59129818858,32,True,-100000.0,202,False
173624.7903687172,60,True,-100000.0,202,False
190155.50109031258,21,True,-100000.0,202,False
188653.5840360165,25,True,-100000,202,False
188023.5670979401,26,True,-100000,202,False
186693.96330312005,31,True,-100000.0,202,False
189312.77251960392,23,True,-100000,202,False
185466.95659551592,34,True,-100000,202,False
179872.46770404108,48,True,-100000,202,False
182634.9437112424,40,True,-100000,202,False
186726.45620167325,29,True,-100000,202,False
187397.58193031055,29,True,-100000,202,False
167793.62737817664,69,True,-100000,202,False
182281.8349968994,41,True,-100000.0,202,False
188153.73634560173,26,True,-100000,202,False
183171.35928442556,37,True,-100000,202,False
183015.29630985635,41,True,-100000,202,False
-95258.81661088204,81,False,-100000.0,202,False
148678.46207680897,129,True,-100000,202,False
183523.32629761126,38,True,-100000.0,202,False
185893.1144314068,32,True,-100000,202,False
180975.8220099353,45,True,-100000,202,False
185003.40612711987,35,True,-100000,202,False
189382.30379466736,23,True,-100000,202,False
186206.93382758266,31,True,-100000.0,202,False
182727.24999493503,39,True,-100000,202,False
182065.80060506324,39,True,-100000,202,False
177427.77456421245,50,True,-100000,202,False
184046.9555328846,35,True,147331.1027892962,101,True
188771.39131063304,24,True,-100000,202,False
181755.9731967878,41,True,-100000,202,False
189135.81651959172,24,True,-100000.0,202,False
189696.86567743582,23,True,-100000,202,False
133689.21416874262,159,True,-100000.0,202,False
-100000.0,202,False,-100000,202,False
124232.06219430167,165,True,-100000,202,False
167066.36769101326,84,True,-100000,202,False
-100000.0,202,False,-100000,202,False
185546.95903597178,35,True,-100000.0,202,False
150739.91929080617,119,True,-100000,202,False
177850.34637014446,51,True,-100000,202,False
180429.4492446883,43,True,-100000,202,False
186160.94885924505,29,True,-100000,202,False
187508.77018415416,27,True,-100000,202,False
146852.33348228442,129,True,-100000,202,False
190689.5325874138,21,True,-100000,202,False
178150.80452958494,51,True,-100000,202,False
185828.5475307572,30,True,-100000,202,False
179552.8227748927,50,True,-100000,202,False
190398.31569250667,21,True,-100000,202,False
188617.8349029899,25,True,-100000.0,202,False
191102.5077883236,20,True,-100000,202,False
124539.9252025928,165,True,-100000.0,202,False
173400.25495530013,62,True,-100000,202,False
154332.15784781196,110,True,-100000.0,202,False
187567.02000917302,27,True,-100000,202,False
185852.25902880423,32,True,-100000.0,202,False
176947.6396542299,52,True,-100000.0,202,False
181405.9114350346,42,True,-100000,202,False
-97977.35012352279,85,False,-100000,202,False
155674.7253460795,110,True,149620.75699049997,95,True
150460.63790413857,132,True,-100000.0,202,False
152203.8013856958,114,True,-100000.0,202,False
174013.9645306225,64,True,-100000,202,False
179887.00669596164,47,True,-100000,202,False
129114.15308528162,166,True,-100000.0,202,False
183997.31177911768,37,True,148850.55460646696,97,True
180831.06329159805,42,True,-100000.0,202,False
171142.3995184097,70,True,-100000,202,False
188384.63531154412,26,True,-100000,202,False
178001.09042411385,52,True,-100000.0,202,False
174293.16794121853,65,True,-100000,202,False
191843.04708290973,18,True,-100000.0,202,False
132731.049577731,166,True,-100000,202,False
189180.14710378856,23,True,148850.55460646696,97,True
147331.06109865117,115,True,-100000,202,False
187110.17381538035,29,True,-100000.0,202,False
188537.302148842,27,True,-100000,202,False
179546.5938453458,50,True,-100000,202,False
189689.63016814008,22,True,-100000,202,False
184659.268660023,38,True,-100000.0,202,False
185589.2711611735,32,True,-100000.0,202,False
184079.40036131616,37,True,-100000,202,False
169556.4992630458,73,True,-100000,202,False
186734.20207766182,30,True,-100000.0,202,False
190917.0,19,True,-100000,202,False
176884.21726744692,58,True,-100000.0,202,False
176836.5886799097,57,True,-100000,202,False
185342.52222880608,31,True,-100000,202,False
-100000.0,202,False,-100000,202,False
189796.8487742186,22,True,-100000,202,False
188634.55829127095,25,True,-100000,202,False
173167.99574450124,64,True,-100000.0,202,False
176448.93270172313,55,True,-100000.0,202,False
187329.1709651174,27,True,-100000,202,False
187791.0974518978,26,True,-100000,202,False
185837.9401558743,34,True,-100000,202,False
174814.94744749705,61,True,-100000.0,202,False
179789.03931510448,48,True,-100000,202,False
188449.67630810727,25,True,-100000,202,False
189044.14822623748,24,True,-100000,202,False
183826.13176989913,35,True,-100000.0,202,False
187566.3987522094,28,True,-100000,202,False
168464.2841518471,76,True,-100000,202,False
187284.04632132556,29,True,-100000,202,False
188781.07341418418,24,True,-100000,202,False
168497.48199208628,74,True,-100000.0,202,False
176683.04589221193,54,True,-100000.0,202,False
183593.34467600338,40,True,-100000.0,202,False
181393.8078792634,41,True,-100000,202,False
191767.6157695248,18,True,-100000,202,False
188309.81017582878,25,True,-100000.0,202,False
184663.739298785,35,True,-100000,202,False
189170.20667594633,24,True,-100000,202,False
184690.1435138792,33,True,-100000,202,False
187199.1427694679,27,True,-100000.0,202,False
189212.04559456726,23,True,-100000,202,False
186578.82534215052,31,True,-100000.0,202,False
179042.1801551965,50,True,-100000.0,202,False
189318.10618085516,23,True,-100000.0,202,False
184430.7522817718,37,True,-100000,202,False
183643.41267090826,38,True,-100000,202,False
163914.68076208694,92,True,-100000,202,False
189526.95731669627,23,True,-100000,202,False
188833.48411563784,24,True,-100000,202,False
186825.03680714706,29,True,-100000,202,False
185223.42429823,33,True,-100000,202,False
186394.3441726345,30,True,-100000.0,202,False
-100000.0,202,False,-100000,202,False
186261.33843008493,30,True,-100000,202,False
166942.45949511084,74,True,-100000,202,False
141425.3750347506,134,True,-100000.0,202,False
181441.18294010113,41,True,-100000.0,202,False
-97196.66669358312,129,False,-100000.0,202,False
186061.29499380736,32,True,-100000,202,False
-99997,4,False,-100000.0,202,False
190519.0,20,True,-100000.0,202,False
160202.14188304718,85,True,-100000,202,False
190217.64306909466,22,True,-100000,202,False
186261.40198117757,31,True,-100000.0,202,False
-96606.67630597073,123,False,-100000.0,202,False
162558.61271342717,91,True,-100000,202,False
187043.76666112407,30,True,-100000.0,202,False
190577.07968995947,20,True,-100000,202,False
181587.96844935545,42,True,-100000,202,False
189390.49162178344,23,True,-100000,202,False
186832.5475122879,28,True,-100000.0,202,False
136839.28011166252,148,True,-100000,202,False
170012.63797020522,75,True,-100000,202,False
189300.82403776218,23,True,-100000,202,False
186749.1829683449,31,True,-100000,202,False
192051.75482956838,18,True,157259.87993953697,83,True
189011.3629122081,23,True,-100000.0,202,False
185849.8335958906,31,True,-100000,202,False
184155.14222662957,37,True,-100000,202,False
172961.5544220287,62,True,-100000,202,False
189043.87883696632,23,True,-100000.0,202,False
159352.79295702436,105,True,-100000,202,False
140852.0641954959,125,True,156538.04398929497,85,True
179879.6944338576,47,True,-100000,202,False
186242.26528113324,33,True,-100000,202,False
155527.80695093033,115,True,-100000.0,202,False
189831.57300798767,23,True,-100000,202,False
151930.11409098643,116,True,-100000.0,202,False
189274.37284638506,24,True,-100000.0,202,False
188732.06651784419,24,True,-100000.0,202,False
179002.727181947,48,True,-100000,202,False
182913.86216285412,42,True,-100000.0,202,False
182298.370871963,43,True,-100000.0,202,False
184390.47770700068,36,True,-100000,202,False
139493.6377806943,164,True,-100000,202,False
184406.62504530017,35,True,-100000.0,202,False
190192.65742686347,21,True,-100000.0,202,False
151744.95131080292,126,True,-100000.0,202,False
186414.85420116212,32,True,-100000,202,False
175782.63069362158,54,True,-100000,202,False
188576.6984027241,24,True,-100000.0,202,False
185195.72920305276,31,True,-100000,202,False
163440.8963349008,89,True,-100000,202,False
144851.87877133788,138,True,-100000,202,False
191761.47009062735,18,True,-100000.0,202,False
180928.3693597766,45,True,-100000.0,202,False
186406.0231459472,31,True,-100000,202,False
189567.23751899877,22,True,-100000.0,202,False
170490.66854244843,73,True,-100000.0,202,False
185202.7827791531,34,True,-100000.0,202,False
184674.6596072928,34,True,-100000,202,False
174307.02156789953,65,True,-100000.0,202,False
177821.9857776649,55,True,-100000,202,False
182691.2684159828,37,True,-100000.0,202,False
189339.01565419266,24,True,-100000.0,202,False
151725.77140389037,108,True,-100000.0,202,False
162389.52558027717,88,True,-100000,202,False
176245.803216908,53,True,-100000,202,False
182301.5485925329,39,True,-100000,202,False
182908.80193084886,35,True,-100000,202,False
191552.67316527982,18,True,-100000.0,202,False
167743.9423767551,80,True,-100000.0,202,False
187599.10902699697,28,True,-100000.0,202,False
181068.94698500185,47,True,-100000.0,202,False
191032.53781841722,19,True,-100000,202,False
191056.01269530694,19,True,-100000.0,202,False
167670.48805383596,81,True,-100000.0,202,False
181904.22899005204,41,True,-100000,202,False
184591.74854197938,35,True,-100000.0,202,False
124288.8993414436,182,True,-100000,202,False
155621.41508952194,111,True,-100000.0,202,False
142857.43826547996,174,True,-100000,202,False
187281.78621846918,28,True,-100000,202,False
187161.3892430862,30,True,-100000.0,202,False
-95436.89497112077,83,False,-100000.0,202,False
184287.24088034584,36,True,-100000,202,False
189562.8206983,23,True,-100000.0,202,False
185784.36159662702,30,True,-100000,202,False
183092.0303053168,37,True,-100000.0,202,False
179465.1574763455,42,True,-100000,202,False
-94173.77934815807,136,False,148093.42291424068,99,True
-92186.8697740882,140,False,-100000,202,False
162149.8840905635,89,True,-100000,202,False
177274.70344637032,58,True,-100000.0,202,False
124182.81382541823,181,True,-100000.0,202,False
186262.3694870794,30,True,-100000.0,202,False
-91733.86146615772,162,False,-100000,202,False
190179.05055255519,22,True,-100000.0,202,False
188857.08792886397,24,True,-100000,202,False
185661.83131834265,33,True,-100000,202,False
184887.3330465179,35,True,-100000,202,False
185503.05758320147,33,True,-100000.0,202,False
-100000.0,202,False,-100000,202,False
-100000.0,202,False,-100000,202,False
175904.0475147029,56,True,-100000,202,False
188194.3679362958,26,True,-100000,202,False
187077.84482036013,29,True,-100000,202,False
188275.53640004474,26,True,-100000,202,False
190135.82830547553,23,True,-100000,202,False
182624.61676133293,37,True,-100000.0,202,False
183387.32844050284,38,True,-100000.0,202,False
180078.97787514623,47,True,-100000.0,202,False
185326.30230308668,32,True,-100000.0,202,False
168305.626671975,76,True,-100000,202,False
168136.34508467332,81,True,-100000.0,202,False
-100000.0,202,False,-100000,202,False
186905.92367678467,29,True,-100000,202,False
187468.42831391905,27,True,-100000,202,False
183978.4924928317,35,True,-100000,202,False
181748.6630477519,40,True,-100000.0,202,False
183386.36889650917,38,True,-100000,202,False
178612.1311401944,51,True,-100000.0,202,False
189092.6382738563,24,True,-100000,202,False
147996.00124681988,145,True,-100000.0,202,False
142705.12069722556,135,True,-100000,202,False
182224.17165599208,41,True,148850.55460646696,97,True
187356.86374680867,26,True,-100000,202,False
188777.4412158509,25,True,-100000,202,False
182999.37033932185,37,True,-100000.0,202,False
187922.06387606857,25,True,-100000.0,202,False
174430.24420829077,58,True,-100000,202,False
181780.50845675432,43,True,-100000.0,202,False
190959.29908975944,19,True,-100000.0,202,False
149298.78159032555,111,True,-100000,202,False
182508.61036420357,38,True,-100000,202,False
190332.79644126017,21,True,-100000.0,202,False
146490.8093608532,145,True,-100000.0,202,False
124237.3112875733,193,True,-100000.0,202,False
178762.90564136815,54,True,-100000,202,False
190949.60817768716,20,True,-100000,202,False
182212.40660839202,40,True,-100000,202,False
188972.76606354106,24,True,-100000,202,False
181920.66152944512,42,True,-100000,202,False
180768.8854079395,41,True,-100000,202,False
187861.84006930617,28,True,-100000,202,False
186958.688713502,29,True,-100000,202,False
187984.1536195176,26,True,-100000,202,False
188808.27135090812,25,True,-100000,202,False
164888.50107874785,75,True,-100000,202,False
181627.5143559946,41,True,157259.87993953697,83,True
180221.82518781596,44,True,-100000,202,False
187101.94174522778,28,True,-100000,202,False
189729.56444898323,24,True,-100000.0,202,False
182535.93700129044,39,True,-100000,202,False
180269.58557740343,46,True,-100000,202,False
189662.0763894996,23,True,-100000,202,False
189024.54818078014,24,True,-100000,202,False
188416.17484810713,26,True,-100000,202,False
184404.04998830086,33,True,-100000,202,False
175794.69555026555,55,True,-100000,202,False
183913.09969753132,38,True,148850.55460646696,97,True
179869.3404628406,49,True,-100000,202,False
181093.93683497628,45,True,-100000,202,False
186466.23374640485,30,True,-100000.0,202,False
-100000.0,202,False,-100000,202,False
181287.72586414233,44,True,-100000.0,202,False
188173.3680301422,28,True,-100000.0,202,False
185025.55032931888,35,True,-100000.0,202,False
187517.47606808244,27,True,-100000.0,202,False
189740.06041923215,23,True,-100000.0,202,False
182534.39712986542,40,True,-100000,202,False
168251.79534916734,81,True,-100000.0,202,False
191468.16154683914,19,True,-100000,202,False
-100000.0,202,False,-100000.0,202,False
147485.47059061448,179,True,-100000.0,202,False
189954.0248592774,22,True,157259.87993953697,83,True
187032.78491338363,30,True,-100000,202,False
125427.18246780116,175,True,-100000.0,202,False
185371.36609771338,31,True,-100000,202,False
188469.4177544501,27,True,-100000.0,202,False
180802.9010361081,44,True,-100000,202,False
182260.6896773157,43,True,-100000,202,False
184617.81922198687,37,True,-100000,202,False
186729.88941419582,30,True,-100000.0,202,False
182218.8572682178,40,True,139513.56108660123,113,True
185235.76636907845,33,True,-100000,202,False
177022.1871012581,55,True,-100000,202,False
190737.33667436775,20,True,-100000.0,202,False
