episode,actions,rewards
0,1,-100000.0
1,1,-100000.0
2,5,-100198.0
3,1,-100000.0
4,1,-100000.0
5,1,-100000.0
6,1,-100000.0
7,1,-100000.0
8,1,-100000.0
9,2,-100100.0
10,1,-100000.0
11,1,-100000.0
12,1,-100000.0
13,1,-100000.0
14,1,-100000.0
15,1,-100000.0
16,1,-100000.0
17,1,-100000.0
18,7,-99994.0
19,1,-100000.0
20,1,-100000.0
21,7,-99994.0
22,1,-100000.0
23,1,-100000.0
24,1,-100000.0
25,12,-100191.0
26,1,-100000.0
27,4,-100098.0
28,1,-100000.0
29,1,-100000.0
30,2,-100100.0
31,1,-100000.0
32,5,-99996.0
33,5,-100097.0
34,3,-100200.0
35,1,-100000.0
36,2,-100100.0
37,2,-100100.0
38,1,-100000.0
39,2,-100100.0
40,5,-99996.0
41,6,-100096.0
42,60,-100345.0
43,3,-99998.0
44,2,-100100.0
45,1,-100000.0
46,1,-100000.0
47,1,-100000.0
48,29,-100376.0
49,1,-100000.0
50,3,-100200.0
51,1,-100000.0
52,1,-100000.0
53,1,-100000.0
54,1,-100000.0
55,1,-100000.0
56,7,-99994.0
57,1,-100000.0
58,2,-99999.0
59,1,-100000.0
60,4,-100098.0
61,1,-100000.0
62,1,-100000.0
63,1,-100000.0
64,1,-100000.0
65,1,-100000.0
66,9,-100093.0
67,2,-100100.0
68,1,-100000.0
69,3,-99998.0
70,7,-100196.0
71,1,-100000.0
72,1,-100000.0
73,37,-100267.0
74,1,-100000.0
75,1,-100000.0
76,1,-100000.0
77,2,-100100.0
78,1,-100000.0
79,1,-100000.0
80,2,-100100.0
81,1,-100000.0
82,1,-100000.0
83,2,-99999.0
84,1,-100000.0
85,1,-100000.0
86,1,-100000.0
87,1,-100000.0
88,1,-100000.0
89,4,-100098.0
90,3,-99998.0
91,7,-99994.0
92,1,-100000.0
93,1,-100000.0
94,1,-100000.0
95,1,-100000.0
96,1,-100000.0
97,1,-100000.0
98,1,-100000.0
99,1,-100000.0
100,2,-100100.0
101,1,-100000.0
102,5,-99996.0
103,1,-100000.0
104,4,-99997.0
105,3,-100099.0
106,1,-100000.0
107,1,-100000.0
108,1,-100000.0
109,1,-100000.0
110,3,-99998.0
111,1,-100000.0
112,1,-100000.0
113,1,-100000.0
114,2,-100100.0
115,1,-100000.0
116,1,-100000.0
117,1,-100000.0
118,8,-99993.0
119,1,-100000.0
120,1,-100000.0
121,1,-100000.0
122,18,-100185.0
123,1,-100000.0
124,1,-100000.0
125,4,-99997.0
126,1,-100000.0
127,77,-99939.07300565352
128,1,-100000.0
